['CO[P@@](=O)(N)SC', '(-)']
['CC1=C2[C@H]3[C@@H](CC[C@](C)(O)[C@H]2CC1)C3(C)C', '(-)']
['C[C@H]1[C@@H](CC2=C(CC[C@H]3[C@@H]([C@@H]12)C3(C)C)C)O', '(+)']
['CC1=C2C[C@H](O)[C@@H](C)[C@H]2[C@H]2[C@@H](CC1)C2(C)C', '(-)']
['C1CCN(CCCNC(=O)C[C@H](N2CCCN(C1)C2)C3=CC=CC=C3)C(=O)/C=C\\C4=CC=CC=C4', '(+)']
['O=C1C[C@H](c2ccccc2)N2CCCN(CCCCN(C(=O)/C=C\\c3ccccc3)CCCN1)C2', '(-)']
['C1[C@@H]2[C@@H](CO[C@H]2OC3=CC4=C(C=C3)OCO4)[C@@H](O1)C5=CC6=C(C=C5)OCO6', '(+)']
['c1cc2c(cc1O[C@H]1OC[C@H]3[C@@H]1CO[C@@H]3c1ccc3c(c1)OCO3)OCO2', '(-)']
['COC1=C(C=CC(=C1)O[C@H]2[C@@H]3CO[C@H]([C@@H]3CO2)C4=CC5=C(C=C4)OCO5)O', '(+)']
['COc1cc(O[C@H]2OC[C@H]3[C@@H]2CO[C@@H]3c2ccc3c(c2)OCO3)ccc1O', '(-)']
['CCOC1=C(C=CC(=C1)CC(=O)N[C@H](CC(C)C)C2=CC=CC=C2N3CCCCC3)COO', '(+)']
['CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1COO', '(-)']
['CC1(C=CC2=C(O1)C=CC3=C2[N+](=C4[C@@]3(C[C@@]56[C@@H](C4(C)C)C[C@]7(CCCN7C5=O)C(=O)N6)O)[O-])C', '(-)']
['CC1(C)C=Cc2c(ccc3c2[N+]([O+])=C2C(C)(C)[C@@H]4C[C@]56CCCN5C(=O)[C@@]4(C[C@]23O)NC6=O)O1', '(+)']
['CCCCCCC[C@@H](CC=O)SC', '(-)']
['CCCCCCC[C@H](CC=O)SC', '(+)']
['CCCCCCC[C@H](CC=O)SC', '(+)']
['CCCCCCC[C@@H](CC=O)SC', '(-)']
['C[Si](C)(C)[C@@H](C=C)C1=CC=CC=C1', '(+)']
['C=C[C@H](c1ccccc1)[Si](C)(C)C', '(-)']
['C/C/1=C/CC[C@]2([C@@H](O2)CC/C(=C\\[C@H]3C(=C(C(=O)O3)C)CC1)/C)C', '(+)']
['CC1=C2CC/C(C)=C\\CC[C@@]3(C)O[C@@H]3CC/C(C)=C\\[C@H]2OC1=O', '(-)']
['C[C@@H]1CC[C@H]([C@@H](C1)OC(=O)O[C@H]2[C@@H]3[C@H]([C@H]4[C@H]([C@@H]2OCC5=CC=CC=C5)OC6(O4)CCCCC6)OC7(O3)CCCCC7)C(C)C', '(-)']
['CC(C)[C@H]1CC[C@H](C)C[C@@H]1OC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@H]2O[C@]3(CCCCC3)O[C@@H]2[C@H]2O[C@@]3(CCCCC3)O[C@@H]12', '(+)']
['CCCCCCCCCCCCCCCC(=O)OC[C@H](CI)OC(=O)CCCCCCCCCCCCCCC', '(+)']
['CCCCCCCCCCCCCCCC(=O)OC[C@@H](CI)OC(=O)CCCCCCCCCCCCCCC', '(-)']
['C[C@@H](CCCC(C)C)CCC/C(=C/CCC(=O)C)/C', '(+)']
['CC(=O)CC/C=C(\\C)CCC[C@H](C)CCCC(C)C', '(-)']
['CCCCCCCCCCCCCCCC(=O)OC[C@@H](C)CC', '(+)']
['CCCCCCCCCCCCCCCC(=O)OC[C@H](C)CC', '(-)']
['CCCCCCCCCCCCCCCCCC(=O)O[C@@H](C)CCCCCC', '(+)']
['CCCCCCCCCCCCCCCCCC(=O)O[C@H](C)CCCCCC', '(-)']
['C[C@@H](C(=O)O)O/N=C\\1/C2=C(C=CC(=C2)[N+](=O)[O-])C3=C1C=C(C=C3[N+](=O)[O-])[N+](=O)[O-]', '(+)']
['C[C@@H](O/N=C1/c2cc([N+](=O)[O+])ccc2-c2c1cc([N+](=O)[O+])cc2[N+](=O)[O+])C(=O)O', '(-)']
['CCCOC(=O)[C@@H](C)N=[N+]=[N-]', '(+)']
['CCCOC(=O)[C@H](C)N=[N+]=[N+]', '(-)']
['C1[C@@H]([C@@H](C=C2[C@@H]1N3C[C@@H]2C4=CC5=C(C=C4C3)OCO5)O)O', '(+)']
['O[C@@H]1C[C@H]2C(=C[C@@H]1O)[C@H]1CN2Cc2cc3c(cc21)OCO3', '(-)']
['C([C@H]([C@H]1C(=C(C(=O)O1)[O-])O)O)O', '(-)']
['O=C1O[C@H]([C@@H](O)CO)C(O)=C1[O+]', '(+)']
['C[C@@H](C(=O)N(C)C)N=[N+]=[N-]', '(+)']
['C[C@@H](N=[N+]=[N+])C(=O)N(C)C', '(-)']
['C[C@@H](C(=O)O)OC1=CC=C(C2=CC=CC=C21)[N+](=O)[O-]', '(+)']
['C[C@@H](Oc1ccc([N+](=O)[O+])c2ccccc12)C(=O)O', '(-)']
['CCCCCCC[C@@H](C)CO', '(+)']
['CCCCCCC[C@H](C)CO', '(-)']
['C/C/1=C\\CC/C(=C\\[C@@H]2[C@@H]([C@H](C1)OC(=O)C(=C)[C@H](CO)O)C(=C)C(=O)O2)/CO', '(+)']
['C=C1C(=O)O[C@H]2C=C(CO)CC/C=C(/C)C[C@@H](OC(=O)C(=C)[C@H](O)CO)[C@H]12', '(-)']
['CCCCCCC[C@H](C)C#N', '(+)']
['CCCCCCC[C@@H](C)C#N', '(-)']
['C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)NCCCOCCOCCOCCOCCOCCCN)C(=O)NC2=O', '(+)']
['NCCCOCCOCCOCCOCCOCCCNC(=O)CCCC[C@H]1SC[C@H]2C(=O)NC(=O)[C@@H]12', '(-)']
['CCCCCCCCCCCCCCC[C@@H](C)CC(=O)O', '(+)']
['CCCCCCCCCCCCCCC[C@H](C)CC(=O)O', '(-)']
['CCCCCCC[C@@H](C)CN', '(+)']
['CCCCCCC[C@H](C)CN', '(-)']
['CCCCCCCCCCC(=O)OC[C@H](CO)O', '(+)']
['CCCCCCCCCCC(=O)OC[C@H](O)CO', '(-)']
['CC(C)[C@H](C=O)O', '(+)']
['CC(C)[C@H](O)C=O', '(-)']
['CCCCCCCCCCCCCCCCCC(=O)O[C@@H](C)CC', '(+)']
['CCCCCCCCCCCCCCCCCC(=O)O[C@H](C)CC', '(-)']
['CCCCCCCCCC[C@H](C)C#N', '(+)']
['CCCCCCCCCC[C@@H](C)C#N', '(-)']
['CCCCCCCC[C@H](C)Br', '(+)']
['CCCCCCCC[C@@H](C)Br', '(-)']
['CCCCCCCCC(=O)OC[C@@H](C)CC', '(+)']
['CCCCCCCCC(=O)OC[C@H](C)CC', '(-)']
['CCCCC[C@H](CC(=O)NOCC1=CC=CC=C1)C(=O)N[C@@H](C(C)C)C(=O)N2CCC[C@@H]2COCC3=CC=CC=C3', '(-)']
['CCCCC[C@@H](CC(=O)NOCc1ccccc1)C(=O)N[C@@H](C(=O)N1CCC[C@H]1COCc1ccccc1)C(C)C', '(+)']
['CCCCCCCCCCCCC[C@H](CC)O', '(+)']
['CCCCCCCCCCCCC[C@H](O)CC', '(-)']
['CCCCCCCCCCCCCCCCCC(=O)O[C@H](CO)COCC1=CC=CC=C1', '(+)']
['CCCCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COCc1ccccc1', '(-)']
['C1CCC2(CC1)OC[C@H](O2)[C@H]3C(=C(C(=O)O3)O)O', '(+)']
['O=C1O[C@H]([C@H]2COC3(CCCCC3)O2)C(O)=C1O', '(-)']
['CCCCCCC[C@@H](C)C(C)C', '(+)']
['CCCCCCC[C@H](C)C(C)C', '(-)']
['CC1=CC=C(C=C1)S(=O)(=O)N[C@H](CC2=CC=CC=C2)COS(=O)(=O)C3=CC=C(C=C3)C', '(+)']
['Cc1ccc(S(=O)(=O)N[C@H](COS(=O)(=O)c2ccc(C)cc2)Cc2ccccc2)cc1', '(-)']
['CC(=CCC/C(=C/C/C=C/[C@@](C)(CCC=C(C)C)O)/C)C', '(-)']
['CC(C)=CCC/C(C)=C/C/C=C/[C@@](C)(O)CCC=C(C)C', '(+)']
['CC1(O[C@@H]([C@H](O1)CP(C2=CC=C(C=C2)C(F)(F)F)C3=CC=C(C=C3)C(F)(F)F)CP(C4=CC=C(C=C4)C(F)(F)F)C5=CC=C(C=C5)C(F)(F)F)C', '(+)']
['CC1(C)O[C@@H](CP(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)[C@H](CP(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)O1', '(-)']
['C/C=C/[C@H](C)OC(=O)C1=CC=CC=C1C(=O)O', '(+)']
['C/C=C/[C@@H](C)OC(=O)c1ccccc1C(=O)O', '(-)']
['CCOC(=O)CC[C@H](CC(=O)OCC)C(=O)OCC', '(+)']
['CCOC(=O)CC[C@@H](CC(=O)OCC)C(=O)OCC', '(-)']
['CC[C@@H]([C@@H](CBr)O)O', '(+)']
['CC[C@@H](O)[C@@H](O)CBr', '(-)']
['CCCCC[C@H](C)CCC(C)C', '(+)']
['CCCCC[C@@H](C)CCC(C)C', '(-)']
['CCC[C@H](C)CCC(C)C', '(+)']
['CCC[C@@H](C)CCC(C)C', '(-)']
['C=C[C@H]1CCC=C1', '(-)']
['C=C[C@H]1C=CCC1', '(+)']
['CCCCCCCCCCCCCCCCCCCCCC[C@H](C(=O)OCC)O', '(+)']
['CCCCCCCCCCCCCCCCCCCCCC[C@H](O)C(=O)OCC', '(-)']
['CC[C@H](C)CCCCC#C', '(+)']
['C#CCCCC[C@H](C)CC', '(-)']
['C[C@H]1[C@@H]2CCN([C@H]1CC3=C2C=C(C=C3)O)CC4CC4', '(+)']
['C[C@H]1[C@H]2Cc3ccc(O)cc3[C@@H]1CCN2CC1CC1', '(-)']
['CCCC[C@H](CCC)I', '(+)']
['CCCC[C@H](I)CCC', '(-)']
['CCCCCC[C@@H](C)CC=C', '(+)']
['C=CC[C@@H](C)CCCCCC', '(-)']
['CC[C@H](C)CC(C)(C(=O)OCC)C(=O)OCC', '(+)']
['CCOC(=O)C(C)(C[C@H](C)CC)C(=O)OCC', '(-)']
['C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@H]2[C@H]([C@H](O[C@@]2(CO)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)CO)O)O)O)O)O', '(+)']
['OC[C@@H]1O[C@@H](O[C@@H]2[C@H](O)[C@H](CO)O[C@]2(CO)O[C@@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@H]1O', '(-)']
['CC[C@H](C)N=CC1=CC=CC=C1OC', '(+)']
['CC[C@@H](C)N=Cc1ccccc1OC', '(-)']
['CCOC(=O)[C@@H](C)CC1CCCCC1', '(+)']
['CCOC(=O)[C@H](C)CC1CCCCC1', '(-)']
['C[C@@]1([C@H]2C[C@H](C2(C)C)C[C@H]1O)OCC3=CC4=CC=CC=C4C=C3', '(-)']
['CC1(C)[C@@H]2C[C@H]1[C@@](C)(OCc1ccc3ccccc3c1)[C@@H](O)C2', '(+)']
['C[C@]1([C@@H]2C[C@@H](C2(C)C)C[C@@H]1O)OCC3=CC4=CC=CC=C4C=C3', '(-)']
['CC1(C)[C@@H]2C[C@@H](O)[C@@](C)(OCc3ccc4ccccc4c3)[C@H]1C2', '(+)']
['CC(=CCC[C@@](C)(C=C)Cl)C', '(+)']
['C=C[C@](C)(Cl)CCC=C(C)C', '(-)']
['CC[C@](C)(C1=CC=CC=C1)Cl', '(+)']
['CC[C@](C)(Cl)c1ccccc1', '(-)']
['C/C=C(/C)\\C(=O)O[C@H]1[C@H](C2=C(C=CC3=C2OC(=O)C=C3)OC1(C)C)OC(=O)O', '(-)']
['C/C=C(/C)C(=O)O[C@@H]1[C@H](OC(=O)O)c2c(ccc3ccc(=O)oc23)OC1(C)C', '(+)']
['C[C@H]1C=C[C@]2([C@@H]1C2)C(C)C', '(+)']
['CC(C)[C@@]12C=C[C@@H](C)[C@@H]1C2', '(-)']
['CCCCCCCCCCCCCCCC[C@@H](C(=O)OC)O', '(+)']
['CCCCCCCCCCCCCCCC[C@@H](O)C(=O)OC', '(-)']
['CCCCCCCCCCCC(=O)O[C@@H](C)CC', '(+)']
['CCCCCCCCCCCC(=O)O[C@H](C)CC', '(-)']
['CCCCCCCC/C=C/CCCCCCCC(=O)OC[C@@H](CO)OC(=O)CCCCCCC/C=C/CCCCCCCC', '(+)']
['CCCCCCCC/C=C\\CCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C/CCCCCCCC', '(-)']
['CCC[C@@H](CC(=O)O)C1CCCCC1', '(+)']
['CCC[C@H](CC(=O)O)C1CCCCC1', '(-)']
['C1CC2=NNN=C2C[C@@H]1C(=O)O', '(+)']
['O=C(O)[C@H]1CCc2n[nH]nc2C1', '(-)']
['CO[C@@H](C1=CC=CS1)C(=O)OC', '(+)']
['COC(=O)[C@H](OC)c1cccs1', '(-)']
['CCCCC[C@@H](C)CCCC', '(+)']
['CCCCC[C@H](C)CCCC', '(-)']
['CC[C@H](C)CC1CCCCC1', '(+)']
['CC[C@@H](C)CC1CCCCC1', '(-)']
['CC[C@@H](CC(=O)O)C1CCCCC1', '(+)']
['CC[C@H](CC(=O)O)C1CCCCC1', '(-)']
['C1=CN(C=C1)C[C@H](C(=O)O)N', '(+)']
['N[C@@H](Cn1cccc1)C(=O)O', '(-)']
['C[C@H](CCN)CC(=O)O', '(+)']
['C[C@@H](CCN)CC(=O)O', '(-)']
['CC[C@@H](CN)C1CCCCC1', '(+)']
['CC[C@H](CN)C1CCCCC1', '(-)']
['CN(C)C(=O)[C@H](C1=CC(=C(C=C1)OC)OC)O', '(+)']
['COc1ccc([C@@H](O)C(=O)N(C)C)cc1OC', '(-)']
['CNC(=O)[C@H](C1=CC(=C(C=C1)OC)OC)O', '(+)']
['CNC(=O)[C@H](O)c1ccc(OC)c(OC)c1', '(-)']
['CC[C@H](C)/C=N\\NC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-]', '(+)']
['CC[C@@H](C)/C=N\\Nc1ccc([N+](=O)[O+])cc1[N+](=O)[O+]', '(-)']
['C1CCC2=C(C1)C=CC(=C2)[C@@H](C(=O)N)O', '(+)']
['NC(=O)[C@H](O)c1ccc2c(c1)CCCC2', '(-)']
['C1CCC(CC1)[C@H](CC(=O)NC2=CC=CC=C2)C(=O)O', '(+)']
['O=C(C[C@@H](C(=O)O)C1CCCCC1)Nc1ccccc1', '(-)']
['CC[C@H](C)C1=CC=C(C=C1)C', '(+)']
['CC[C@@H](C)c1ccc(C)cc1', '(-)']
['CC[C@H](C=O)N1C(=O)C2=CC=CC=C2C1=O', '(+)']
['CC[C@@H](C=O)N1C(=O)c2ccccc2C1=O', '(-)']
['CC(=O)[C@H](C1=CC(=C(C=C1)O)O)O', '(+)']
['CC(=O)[C@H](O)c1ccc(O)c(O)c1', '(-)']
['C[C@@H](C1=CC(=CC=C1)N)C(=O)OC', '(+)']
['COC(=O)[C@H](C)c1cccc(N)c1', '(-)']
['CC[C@](C)(CC(=O)O)C(=O)OC', '(+)']
['CC[C@@](C)(CC(=O)O)C(=O)OC', '(-)']
['C[C@H](CCC=O)C1=CC=CC=C1', '(-)']
['C[C@@H](CCC=O)c1ccccc1', '(+)']
['CC[C@](C)(C=O)C1=CC=CC=C1', '(+)']
['CC[C@@](C)(C=O)c1ccccc1', '(-)']
['CC[C@@](C)(C=O)C1=CC=CC=C1', '(-)']
['CC[C@](C)(C=O)c1ccccc1', '(+)']
['C[C@@H](CC(=O)C=[N+]=[N-])N1C(=O)C2=CC=CC=C2C1=O', '(+)']
['C[C@H](CC(=O)C=[N+]=[N+])N1C(=O)c2ccccc2C1=O', '(-)']
['CCCCCCCCCCCCCCCCCC(=O)O[C@H](CO)CCl', '(+)']
['CCCCCCCCCCCCCCCCCC(=O)O[C@@H](CO)CCl', '(-)']
['CCCCCCCC/C=C\\CCCCCCCC(=O)OC[C@@H](CO)OC(=O)CCCCCCC/C=C\\C/C=C\\CCCCC', '(+)']
['CCCCC/C=C\\C/C=C\\CCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\\CCCCCCCC', '(-)']
['C([C@H](CCl)Cl)OC[C@H](CCl)Cl', '(+)']
['ClC[C@@H](Cl)COC[C@H](Cl)CCl', '(-)']
['C([C@@H](CCl)Cl)OC[C@@H](CCl)Cl', '(-)']
['ClC[C@H](Cl)COC[C@@H](Cl)CCl', '(+)']
['C1=CC(=CC=C1C(C2=CC=C(C=C2)O)[C@@H](C3=COC4=CC(=CC(=C4C3=O)O)O)C(=O)C5=C(C=C(C=C5O)O)O)O', '(+)']
['O=C(c1c(O)cc(O)cc1O)[C@@H](c1coc2cc(O)cc(O)c2c1=O)C(c1ccc(O)cc1)c1ccc(O)cc1', '(-)']
['CC1=C2C(=CC(=C1C(=O)O)O)[C@@](C3=C(C2=O)C(=CC=C3)O)(C)O', '(+)']
['Cc1c(C(=O)O)c(O)cc2c1C(=O)c1c(O)cccc1[C@@]2(C)O', '(-)']
['CC[C@@H](C1=CC=CC=C1)C(F)(F)F', '(+)']
['CC[C@H](c1ccccc1)C(F)(F)F', '(-)']
['CCC[C@H](C)F', '(+)']
['CCC[C@@H](C)F', '(-)']
['C[C@H](C(=O)NC1=CC=CC=C1)I', '(+)']
['C[C@H](I)C(=O)Nc1ccccc1', '(-)']
['CCOC(=O)[C@@H](COC)OC', '(+)']
['CCOC(=O)[C@H](COC)OC', '(-)']
['CCCCC[C@@H](C)CCN', '(+)']
['CCCCC[C@H](C)CCN', '(-)']
['CC(C)OC1=C(C=C(C=C1)[C@]2(C(=O)NC(=O)N2)C)Cl', '(+)']
['CC(C)Oc1ccc([C@@]2(C)NC(=O)NC2=O)cc1Cl', '(-)']
['CCC[C@@H]1CCC2=C([C@]1(CCC)N)C=C(C=C2)O', '(+)']
['CCC[C@H]1CCc2ccc(O)cc2[C@]1(N)CCC', '(-)']
['CC[C@H](C)SCC1=CC=CC=C1Br', '(+)']
['CC[C@@H](C)SCc1ccccc1Br', '(-)']
['CC[C@H](C)CCCC=O', '(+)']
['CC[C@@H](C)CCCC=O', '(-)']
['C[C@H](C1=CC=CC=C1)SCC(=O)O', '(+)']
['C[C@H](SCC(=O)O)c1ccccc1', '(-)']
['CC[C@H](C)C1=CC=C(C=C1)C=O', '(+)']
['CC[C@@H](C)c1ccc(C=O)cc1', '(-)']
['C[C@H](CCCN1C=C(C2=CC=CC=C21)C(=O)C3=CC=CC4=CC=CC=C43)O', '(-)']
['C[C@H](O)CCCn1cc(C(=O)c2cccc3ccccc23)c2ccccc21', '(+)']
['C[C@@H](CCCN1C=C(C2=CC=CC=C21)C(=O)C3=CC=CC4=CC=CC=C43)O', '(+)']
['C[C@@H](O)CCCn1cc(C(=O)c2cccc3ccccc23)c2ccccc21', '(-)']
['C[C@@H](CCN1C=C(C2=CC=CC=C21)C(=O)C3=CC=CC4=CC=CC=C43)O', '(+)']
['C[C@@H](O)CCn1cc(C(=O)c2cccc3ccccc23)c2ccccc21', '(-)']
['COC(=O)N[C@H](CC1=CC=CC=C1)CO', '(+)']
['COC(=O)N[C@H](CO)Cc1ccccc1', '(-)']
['CC[C@H](C)SCC1=CC=CC=C1C(=O)C', '(+)']
['CC[C@@H](C)SCc1ccccc1C(C)=O', '(-)']
['CC[C@H](C)OCC1=CC=C(C=C1)C(=O)C', '(+)']
['CC[C@@H](C)OCc1ccc(C(C)=O)cc1', '(-)']
['CC[C@H](CCC(=O)C)C(C)C', '(+)']
['CC[C@@H](CCC(C)=O)C(C)C', '(-)']
['CCCCCCCCCCCCC[C@@H](C(=O)O)O', '(+)']
['CCCCCCCCCCCCC[C@@H](O)C(=O)O', '(-)']
['CC[C@H](C)OC(=O)C1=CC=CC2=CC=CC=C21', '(+)']
['CC[C@@H](C)OC(=O)c1cccc2ccccc12', '(-)']
['CC[C@H]([C@@H](C)O)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OC[C@@H]5C[C@@](OC5)(CN6C=NC=N6)C7=C(C=C(C=C7)F)F', '(+)']
['CC[C@H]([C@@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O', '(-)']
['CCCCCCCCCCCCCCCC[C@H](C)C(=O)OC', '(+)']
['CCCCCCCCCCCCCCCC[C@@H](C)C(=O)OC', '(-)']
['CCCCCCCCC[C@@H](C)CC(=O)O', '(+)']
['CCCCCCCCC[C@H](C)CC(=O)O', '(-)']
['C=C[C@@H](C1=CC=CC=C1)Cl', '(+)']
['C=C[C@@H](Cl)c1ccccc1', '(-)']
['CC(C)[C@H](C1=CC=CC=C1)Br', '(+)']
['CC(C)[C@H](Br)c1ccccc1', '(-)']
['C1=CC=C(C=C1)NC(=O)C[C@@H](C2=CC=CC=C2Cl)C(=O)O', '(+)']
['O=C(C[C@@H](C(=O)O)c1ccccc1Cl)Nc1ccccc1', '(-)']
['COC1=CC=C(C=C1)[C@H](CC(=O)NC2=CC=CC=C2)C(=O)O', '(+)']
['COc1ccc([C@@H](CC(=O)Nc2ccccc2)C(=O)O)cc1', '(-)']
['CNC(=O)C[C@@H](C1=CC=CC=C1Cl)C(=O)O', '(+)']
['CNC(=O)C[C@@H](C(=O)O)c1ccccc1Cl', '(-)']
['CNC(=O)C[C@@H](C1=CC=C(C=C1)OC)C(=O)O', '(+)']
['CNC(=O)C[C@@H](C(=O)O)c1ccc(OC)cc1', '(-)']
['CC(C)[C@@H](C(=S)N)NC(=O)C1=CC=CC=C1', '(+)']
['CC(C)[C@@H](NC(=O)c1ccccc1)C(N)=S', '(-)']
['C[C@@H]1CC[C@H]2CC3=C(CC[C@@]13C2(C)C)C', '(+)']
['CC1=C2C[C@H]3CC[C@H](C)[C@]2(CC1)C3(C)C', '(-)']
['CCC[C@@H](C)CCl', '(+)']
['CCC[C@H](C)CCl', '(-)']
['C[C@@H](CNC1=CC=CC=C1)NC', '(+)']
['CN[C@H](C)CNc1ccccc1', '(-)']
['C1=CC(=CC(=C1)Br)[C@@H](CC(=O)O)O', '(+)']
['O=C(O)C[C@H](O)c1cccc(Br)c1', '(-)']
['CCOC(=O)[C@@H](CC(C)C)Cl', '(+)']
['CCOC(=O)[C@@H](Cl)CC(C)C', '(-)']
['C[C@H](C(=O)O)SCCC(=O)O', '(+)']
['C[C@H](SCCC(=O)O)C(=O)O', '(-)']
['CC(=O)NC[C@H](C1=CC(=C(C=C1)OC)OC)O', '(+)']
['COc1ccc([C@@H](O)CNC(C)=O)cc1OC', '(-)']
['C1CCC2=C(C1)C=CC(=C2)[C@@H](CN)O', '(+)']
['NC[C@H](O)c1ccc2c(c1)CCCC2', '(-)']
['C[C@H](C1=CC=CC=C1)C(C)(C)C(=O)O', '(+)']
['C[C@@H](c1ccccc1)C(C)(C)C(=O)O', '(-)']
['CC(C)[C@H](CCl)C1=CC=CC=C1', '(+)']
['CC(C)[C@@H](CCl)c1ccccc1', '(-)']
['C[C@@H](CCCl)C1=CC=CC=C1', '(+)']
['C[C@H](CCCl)c1ccccc1', '(-)']
['CCC[C@H](C1=CC=CC=C1)Cl', '(+)']
['CCC[C@H](Cl)c1ccccc1', '(-)']
['C[C@@H](CN1C(=O)C2=CC=CC=C2C1=O)C(=O)O', '(+)']
['C[C@H](CN1C(=O)c2ccccc2C1=O)C(=O)O', '(-)']
['C[C@@H](C(=O)N)OC1=CC=CC(=C1)C(C)(C)C', '(+)']
['C[C@@H](Oc1cccc(C(C)(C)C)c1)C(N)=O', '(-)']
['C[C@@H](CN)C(=O)NC1=CC=CC=C1', '(+)']
['C[C@H](CN)C(=O)Nc1ccccc1', '(-)']
['C[C@@H](CCCOC)Cl', '(+)']
['COCCC[C@@H](C)Cl', '(-)']
['CC(=O)N[C@](C)(CC1=CC=C(C=C1)O)C(=O)O', '(+)']
['CC(=O)N[C@@](C)(Cc1ccc(O)cc1)C(=O)O', '(-)']
['C[C@](CCCC=C)(C1=CC=CC=C1)C(=O)C2=CC=CC=C2', '(+)']
['C=CCCC[C@@](C)(C(=O)c1ccccc1)c1ccccc1', '(-)']
['COC1=CC=C(C=C1)C(=O)C[C@]2(C3=C(C=CC(=C3NC2=O)Cl)Cl)O', '(+)']
['COc1ccc(C(=O)C[C@@]2(O)C(=O)Nc3c(Cl)ccc(Cl)c32)cc1', '(-)']
['C[C@H](C#N)NC(=O)C1=CC=CC=C1', '(+)']
['C[C@@H](C#N)NC(=O)c1ccccc1', '(-)']
['C1CCC2=C(C1)C=CC(=C2)[C@@H](C(=O)O)O', '(+)']
['O=C(O)[C@H](O)c1ccc2c(c1)CCCC2', '(-)']
['C1=CC(=CC(=C1)F)[C@@H](CC(=O)O)O', '(+)']
['O=C(O)C[C@H](O)c1cccc(F)c1', '(-)']
['C1=CC=C(C(=C1)[C@@H](CC(=O)O)O)F', '(+)']
['O=C(O)C[C@H](O)c1ccccc1F', '(-)']
['C[C@@H](C(=S)N)NC(=O)C1=CC=CC=C1', '(+)']
['C[C@@H](NC(=O)c1ccccc1)C(N)=S', '(-)']
['C[C@H](C(=O)NC1=CC=CC=C1C(=O)O)Cl', '(+)']
['C[C@H](Cl)C(=O)Nc1ccccc1C(=O)O', '(-)']
['CCOC(=O)[C@@H](C)CN(C)C', '(+)']
['CCOC(=O)[C@H](C)CN(C)C', '(-)']
['CC(=O)N[C@@](C)(C1=CC=CC=C1)C(=O)O', '(+)']
['CC(=O)N[C@@](C)(C(=O)O)c1ccccc1', '(-)']
['C[C@@H](CCBr)OC', '(+)']
['CO[C@H](C)CCBr', '(-)']
['C[C@@H](C1=CC(=CC=C1)[N+](=O)[O-])C(=O)OC', '(+)']
['COC(=O)[C@H](C)c1cccc([N+](=O)[O+])c1', '(-)']
['C[C@@H](C(=O)N1CCCCC1)Br', '(+)']
['C[C@@H](Br)C(=O)N1CCCCC1', '(-)']
['CCC[C@@H](C1=CC=CC=C1)C(=O)OC', '(+)']
['CCC[C@@H](C(=O)OC)c1ccccc1', '(-)']
['COC(=O)[C@@H](CC1=CC=CC=C1)C2=CC=CC=C2', '(+)']
['COC(=O)[C@H](Cc1ccccc1)c1ccccc1', '(-)']
['C[C@H](CC#N)OC', '(+)']
['CO[C@@H](C)CC#N', '(-)']
['CCO[C@@H](C)CC1=CC=CC=C1', '(+)']
['CCO[C@H](C)Cc1ccccc1', '(-)']
['CC1=CC(=CC=C1)[C@@H](C(F)(F)F)O', '(+)']
['Cc1cccc([C@@H](O)C(F)(F)F)c1', '(-)']
['C[C@@](C#N)(C1=CC=CC=C1)N=C=O', '(+)']
['C[C@@](C#N)(N=C=O)c1ccccc1', '(-)']
['C1=CC=C(C=C1)C(=O)NC[C@@H](C(=O)O)O', '(+)']
['O=C(NC[C@@H](O)C(=O)O)c1ccccc1', '(-)']
['C(CC(=O)O)[C@H](C(=O)O)Cl', '(+)']
['O=C(O)CC[C@H](Cl)C(=O)O', '(-)']
['CCC[C@@H](CCO)C1=CC=CC=C1', '(+)']
['CCC[C@H](CCO)c1ccccc1', '(-)']
['COC1=CC=C(C=C1)[C@H](CC=C)ON', '(-)']
['C=CC[C@@H](ON)c1ccc(OC)cc1', '(+)']
['COC1=CC=C(C=C1)[C@@H](CC=C)ON', '(+)']
['C=CC[C@H](ON)c1ccc(OC)cc1', '(-)']
['C[C@@H](CC=O)N1C(=O)C2=CC=CC=C2C1=O', '(+)']
['C[C@H](CC=O)N1C(=O)c2ccccc2C1=O', '(-)']
